,Column1,id,date,tweet,language,hashtags,cashtags,retweet,nlikes,nreplies,nretweets,"search ",tokens,trend
627,657,1.39e+18,2021-05-10,"people's own self-beliefs prevent them from seeing opportunities right in front of them.   """"i can't make $500k/year"""" """"i can't build a business"""" """"i can't buy real estate""""  self-doubt kills more potential than failure ever will.""  $spx $ndx $es_f $spy $aapl $baba  $nflx $rok",en,[],"['spx', 'ndx', 'es_f', 'spy', 'aapl', 'baba', 'nflx', 'rok']",False,2.0,0.0,1.0,"$NFLX","[""people's"", 'self-beliefs', 'prevent', 'seeing', 'opportunity', 'right', 'front', 'them.', '""""i', ""can't"", 'make', '$500k/year""""', '""""i', ""can't"", 'build', 'business""""', '""""i', ""can't"", 'buy', 'real', 'estate""""', 'self-doubt', 'kill', 'potential', 'failure', 'ever', 'will.""', '$spx', '$ndx', '$es_f', '$spy', '$aapl', '$baba', '$nflx', '$rok']",positive
629,659,1.39e+18,2021-05-10,develop success from failures.  discouragement and failure are two of the surest stepping stones to success.   -dale carnegie  $spx $ndx $es_f $spy $aapl $baba  $nflx $roku $ba $cost $mcd $wmt  $fb $vix $mrna $cpce $tlry $vxrt  $ccl $aal $al $bac $amd  $bynd #mondaythoughts,en,['mondaythoughts'],"['spx', 'ndx', 'es_f', 'spy', 'aapl', 'baba', 'nflx', 'roku', 'ba', 'cost', 'mcd', 'wmt', 'fb', 'vix', 'mrna', 'cpce', 'tlry', 'vxrt', 'ccl', 'aal', 'al', 'bac', 'amd', 'bynd']",False,2.0,0.0,1.0,"$NFLX","['develop', 'success', 'failures.', 'discouragement', 'failure', 'two', 'surest', 'stepping', 'stone', 'success.', '-dale', 'carnegie', '$spx', '$ndx', '$es_f', '$spy', '$aapl', '$baba', '$nflx', '$roku', '$ba', '$cost', '$mcd', '$wmt', '$fb', '$vix', '$mrna', '$cpce', '$tlry', '$vxrt', '$ccl', '$aal', '$al', '$bac', '$amd', '$bynd', '#mondaythoughts']",positive
631,661,1.39e+18,2021-05-10,"tech stocks really breaking down today, the weakness in the #nasdaq is spreading to the big mega caps now as $fb, $amzn, $aapl, $nflx $googl get hit hard. previously these had held up better than many smaller names that had been breaking down underneath within the nasdaq.",en,['nasdaq'],"['fb', 'amzn', 'aapl', 'nflx', 'googl']",False,1.0,0.0,0.0,"$NFLX","['tech', 'stock', 'really', 'breaking', 'today,', 'weakness', '#nasdaq', 'spreading', 'big', 'mega', 'cap', '$fb,', '$amzn,', '$aapl,', '$nflx', '$googl', 'get', 'hit', 'hard.', 'previously', 'held', 'better', 'many', 'smaller', 'name', 'breaking', 'underneath', 'within', 'nasdaq.']",negative
632,662,1.39e+18,2021-05-10,"@wolf_financial sold calls on $nflx and $roku. opened risk reversal on $jmia, bought a put/sold a call for 5/21 to hold through earnings and beyond....3 bearish moves for ya!",en,[],"['nflx', 'roku', 'jmia']",False,0.0,0.0,0.0,"$NFLX","['@wolf_financial', 'sold', 'call', '$nflx', '$roku.', 'opened', 'risk', 'reversal', '$jmia,', 'bought', 'put/sold', 'call', '5/21', 'hold', 'earnings', 'beyond....3', 'bearish', 'move', 'ya!']",uncertainty
637,667,1.39e+18,2021-05-10,the fund sold its position in $fb last friday and entered an initial holding in $nflx. analyst @jacobkammerer rates $fb a sell with a target price of $280-285 and $nflx a buy with a $605-610 target. research reports available at:  https://t.co/izfxkwsrch,en,[],"['fb', 'nflx', 'fb', 'nflx']",False,9.0,0.0,4.0,"$NFLX","['fund', 'sold', 'position', '$fb', 'last', 'friday', 'entered', 'initial', 'holding', '$nflx.', 'analyst', '@jacobkammerer', 'rate', '$fb', 'sell', 'target', 'price', '$280-285', '$nflx', 'buy', '$605-610', 'target.', 'research', 'report', 'available', 'at:', 'https://t.co/izfxkwsrch']",positive
639,669,1.39e+18,2021-05-10,"today top flow in #consumer discretionary sector, buy flow &amp; sell flow $amzn $vfc $cmcsa $jwn $orly $gm $gps $kss $bby $tjx $f $gme $mar $dis $gt $nflx $jci $expe $m $whr #stock #stocks #stockmarket #investment #investing #consumers  https://t.co/5je2nlrw3b  https://t.co/obcg63y5ru",en,"['consumer', 'stock', 'stocks', 'stockmarket', 'investment', 'investing', 'consumers']","['amzn', 'vfc', 'cmcsa', 'jwn', 'orly', 'gm', 'gps', 'kss', 'bby', 'tjx', 'f', 'gme', 'mar', 'dis', 'gt', 'nflx', 'jci', 'expe', 'm', 'whr']",False,1.0,1.0,0.0,"$NFLX","['today', 'top', 'flow', '#consumer', 'discretionary', 'sector,', 'buy', 'flow', '&amp;', 'sell', 'flow', '$amzn', '$vfc', '$cmcsa', '$jwn', '$orly', '$gm', '$gps', '$kss', '$bby', '$tjx', '$f', '$gme', '$mar', '$dis', '$gt', '$nflx', '$jci', '$expe', '$m', '$whr', '#stock', '#stocks', '#stockmarket', '#investment', '#investing', '#consumers', 'https://t.co/5je2nlrw3b', 'https://t.co/obcg63y5ru']",positive
641,671,1.39e+18,2021-05-10,$cpe beautiful daily breakout - $42ish holds = long  $50 coming..   ----------------  $spx $spy $iwm $rut $ndx $tsla $amzn $aapl $bidu $baba $ba $shop $ttd $googl $nflx $nvda $lrcx $smh  https://t.co/ru6n4dfyfm,en,[],"['cpe', 'spx', 'spy', 'iwm', 'rut', 'ndx', 'tsla', 'amzn', 'aapl', 'bidu', 'baba', 'ba', 'shop', 'ttd', 'googl', 'nflx', 'nvda', 'lrcx', 'smh']",False,5.0,0.0,0.0,"$NFLX","['$cpe', 'beautiful', 'daily', 'breakout', '$42ish', 'hold', 'long', '$50', 'coming..', '----------------', '$spx', '$spy', '$iwm', '$rut', '$ndx', '$tsla', '$amzn', '$aapl', '$bidu', '$baba', '$ba', '$shop', '$ttd', '$googl', '$nflx', '$nvda', '$lrcx', '$smh', 'https://t.co/ru6n4dfyfm']",positive
643,673,1.39e+18,2021-05-10,"re ""liquidity is near the hi although not at hi  &amp; may suggest a pullback monday****""  today not enough liquidity to push commodities, all indexes &amp; crypto higher $vix $uvxy $rut  $nflx $amzn $ndx $qqq $spy $spx $aapl $fb $twtr $gme $amc $race gainers=leds,lexx,auvi,lqdt,avid,",en,[],"['vix', 'uvxy', 'rut', 'nflx', 'amzn', 'ndx', 'qqq', 'spy', 'spx', 'aapl', 'fb', 'twtr', 'gme', 'amc', 'race']",False,1.0,0.0,0.0,"$NFLX","['""liquidity', 'near', 'hi', 'although', 'hi', '&amp;', 'may', 'suggest', 'pullback', 'monday****""', 'today', 'enough', 'liquidity', 'push', 'commodities,', 'index', '&amp;', 'crypto', 'higher', '$vix', '$uvxy', '$rut', '$nflx', '$amzn', '$ndx', '$qqq', '$spy', '$spx', '$aapl', '$fb', '$twtr', '$gme', '$amc', '$race', 'gainers=leds,lexx,auvi,lqdt,avid,']",uncertainty
646,676,1.39e+18,2021-05-10,"today top flow in #nasdaq #nasdaq100, buy flow &amp; sell flow $amzn $msft $bkng $amd $cmcsa $regn $csco $pcar $amgn $orly $tsla $fb $aapl $nvda $meli $intu $mrna $nflx $goog $swks #stock #stocks #stockmarket #investment #investing  https://t.co/5je2nlrw3b  https://t.co/ba9krwzyi8",en,"['nasdaq', 'nasdaq100', 'stock', 'stocks', 'stockmarket', 'investment', 'investing']","['amzn', 'msft', 'bkng', 'amd', 'cmcsa', 'regn', 'csco', 'pcar', 'amgn', 'orly', 'tsla', 'fb', 'aapl', 'nvda', 'meli', 'intu', 'mrna', 'nflx', 'goog', 'swks']",False,1.0,1.0,0.0,"$NFLX","['today', 'top', 'flow', '#nasdaq', '#nasdaq100,', 'buy', 'flow', '&amp;', 'sell', 'flow', '$amzn', '$msft', '$bkng', '$amd', '$cmcsa', '$regn', '$csco', '$pcar', '$amgn', '$orly', '$tsla', '$fb', '$aapl', '$nvda', '$meli', '$intu', '$mrna', '$nflx', '$goog', '$swks', '#stock', '#stocks', '#stockmarket', '#investment', '#investing', 'https://t.co/5je2nlrw3b', 'https://t.co/ba9krwzyi8']",positive
657,688,1.39e+18,2021-05-10,i tried to buy $nflx under $500 3 times today and @robinhoodapp proceeded my orders at $501 every time...then i tried to sell thinking it would process at $501 and i got the actual market value at $497... what gives,en,[],['nflx'],False,1.0,0.0,0.0,"$NFLX","['tried', 'buy', '$nflx', '$500', '3', 'time', 'today', '@robinhoodapp', 'proceeded', 'order', '$501', 'every', 'time...then', 'tried', 'sell', 'thinking', 'would', 'process', '$501', 'got', 'actual', 'market', 'value', '$497...', 'give']",positive
659,690,1.39e+18,2021-05-10,"(4:00am utc-7 may 10 iphone $znga us top 100 grossing) $dis $ea   $znga mobile gaming takeover crown-jewel... chartboost acquisition a game changer... q1 eps, rev beat... tencent $tcehy $nflx acquiring?... star wars hunters a ""triple a"" title!... cont...  https://t.co/dwhaffhtwz",en,[],"['znga', 'dis', 'ea', 'znga', 'tcehy', 'nflx']",False,0.0,0.0,1.0,"$NFLX","['(4:00am', 'utc-7', 'may', '10', 'iphone', '$znga', 'u', 'top', '100', 'grossing)', '$dis', '$ea', '$znga', 'mobile', 'gaming', 'takeover', 'crown-jewel...', 'chartboost', 'acquisition', 'game', 'changer...', 'q1', 'eps,', 'rev', 'beat...', 'tencent', '$tcehy', '$nflx', 'acquiring?...', 'star', 'war', 'hunter', '""triple', 'a""', 'title!...', 'cont...', 'https://t.co/dwhaffhtwz']",uncertainty
664,696,1.39e+18,2021-05-10,"$nflx, 1 minute open range break down, , bearish reversal, lod, 1 minute, 09:31",en,[],['nflx'],False,0.0,0.0,0.0,"$NFLX","['$nflx,', '1', 'minute', 'open', 'range', 'break', 'down,', 'bearish', 'reversal,', 'lod,', '1', 'minute,', '09:31']",negative
667,699,1.39e+18,2021-05-10,youtube's ad business is almost matching netflix in revenue $goog $nflx  https://t.co/rkangqui5r,en,[],"['goog', 'nflx']",False,0.0,0.0,0.0,"$NFLX","[""youtube's"", 'ad', 'business', 'almost', 'matching', 'netflix', 'revenue', '$goog', '$nflx', 'https://t.co/rkangqui5r']",uncertainty
673,705,1.39e+18,2021-05-10,"🎁daily watchlist for may 10, 2021!!🎁  $tsla $coin $pton $nflx $rblx   ✔follow and turn on notifications for more amazing trade ideas!!  #watchlist #unitedtraders #teamwork #finance #stockmarket  https://t.co/28kiea7fmh",en,"['watchlist', 'unitedtraders', 'teamwork', 'finance', 'stockmarket']","['tsla', 'coin', 'pton', 'nflx', 'rblx']",False,1.0,0.0,0.0,"$NFLX","['🎁daily', 'watchlist', 'may', '10,', '2021!!🎁', '$tsla', '$coin', '$pton', '$nflx', '$rblx', '✔follow', 'turn', 'notification', 'amazing', 'trade', 'ideas!!', '#watchlist', '#unitedtraders', '#teamwork', '#finance', '#stockmarket', 'https://t.co/28kiea7fmh']",positive
675,709,1.39e+18,2021-05-10,"think netflix missed a huge opportunity during the lockdowns to introduce a short, 10-to-15 second ad in-between episodes or before beginning a film. consumers would have gotten used to it fairly quickly being stuck inside. still a small window but it's closing very fast. $nflx",en,[],['nflx'],False,2.0,0.0,1.0,"$NFLX","['think', 'netflix', 'missed', 'huge', 'opportunity', 'lockdown', 'introduce', 'short,', '10-to-15', 'second', 'ad', 'in-between', 'episode', 'beginning', 'film.', 'consumer', 'would', 'gotten', 'used', 'fairly', 'quickly', 'stuck', 'inside.', 'still', 'small', 'window', 'closing', 'fast.', '$nflx']",negative
676,712,1.39e+18,2021-05-10,"the 💲2️⃣0️⃣0️⃣ trade challenge we began on nov 9 2020:   82 opened   78 closed  +58.12 avg  +8,373% account total from initial $200 using:  $spy $aapl $qqq $iwm $hd $dis $mcd $pton $wmt $jd $twtr $snap $xlf $tlry $nke $mrna $ba $amd $fb $cat $vix $nflx    https://t.co/ct5iibokk2",en,[],"['spy', 'aapl', 'qqq', 'iwm', 'hd', 'dis', 'mcd', 'pton', 'wmt', 'jd', 'twtr', 'snap', 'xlf', 'tlry', 'nke', 'mrna', 'ba', 'amd', 'fb', 'cat', 'vix', 'nflx']",False,1.0,0.0,0.0,"$NFLX","['💲2️⃣0️⃣0️⃣', 'trade', 'challenge', 'began', 'nov', '9', '2020:', '82', 'opened', '78', 'closed', '+58.12', 'avg', '+8,373%', 'account', 'total', 'initial', '$200', 'using:', '$spy', '$aapl', '$qqq', '$iwm', '$hd', '$dis', '$mcd', '$pton', '$wmt', '$jd', '$twtr', '$snap', '$xlf', '$tlry', '$nke', '$mrna', '$ba', '$amd', '$fb', '$cat', '$vix', '$nflx', 'https://t.co/ct5iibokk2']",negative
680,716,1.39e+18,2021-05-10,civil war in france will hurt $uber  $ads $aapl $amzn $abbv $agn $bhc $brk $ba $crm $cmg $prgo $iep $hlf $ibm $ko $pep $tst $ms $gs $jpm $bac $btc $c $cs $pfe $mrna $gsk $lly $bmy $abbv $eye $snap $googl $nflx $fb $sq $msft $shak $mcd  https://t.co/w4sju8bmzi  https://t.co/uggrinkua5,en,[],"['uber', 'ads', 'aapl', 'amzn', 'abbv', 'agn', 'bhc', 'brk', 'ba', 'crm', 'cmg', 'prgo', 'iep', 'hlf', 'ibm', 'ko', 'pep', 'tst', 'ms', 'gs', 'jpm', 'bac', 'btc', 'c', 'cs', 'pfe', 'mrna', 'gsk', 'lly', 'bmy', 'abbv', 'eye', 'snap', 'googl', 'nflx', 'fb', 'sq', 'msft', 'shak', 'mcd']",False,0.0,1.0,0.0,"$NFLX","['civil', 'war', 'france', 'hurt', '$uber', '$ads', '$aapl', '$amzn', '$abbv', '$agn', '$bhc', '$brk', '$ba', '$crm', '$cmg', '$prgo', '$iep', '$hlf', '$ibm', '$ko', '$pep', '$tst', '$ms', '$gs', '$jpm', '$bac', '$btc', '$c', '$cs', '$pfe', '$mrna', '$gsk', '$lly', '$bmy', '$abbv', '$eye', '$snap', '$googl', '$nflx', '$fb', '$sq', '$msft', '$shak', '$mcd', 'https://t.co/w4sju8bmzi', 'https://t.co/uggrinkua5']",negative
681,717,1.39e+18,2021-05-10,"twit overvalued by 50% in the same stage as before great crash with dismal economic recovery, 25 ml unemployment, including small biz, unprecedented fed deficit $qqq $msft $goog $aapl $amzn $nflx $tsla $fb  https://t.co/jufkqryrcg",en,[],"['qqq', 'msft', 'goog', 'aapl', 'amzn', 'nflx', 'tsla', 'fb']",False,0.0,0.0,0.0,"$NFLX","['twit', 'overvalued', '50%', 'stage', 'great', 'crash', 'dismal', 'economic', 'recovery,', '25', 'ml', 'unemployment,', 'including', 'small', 'biz,', 'unprecedented', 'fed', 'deficit', '$qqq', '$msft', '$goog', '$aapl', '$amzn', '$nflx', '$tsla', '$fb', 'https://t.co/jufkqryrcg']",negative
700,738,1.39e+18,2021-05-10,"our feds, and central bankers are literally hooked on stimulus crack and can't stop !  $vix $uvxy $rut  $nflx $amzn $ndx $qqq $spy $spx $aapl $fb $twtr $gme $amc $race  @ericbalchunas @carterbworth @cnbcfastmoney @markets @bloombergtv  https://t.co/hchugfjnn3",en,[],"['vix', 'uvxy', 'rut', 'nflx', 'amzn', 'ndx', 'qqq', 'spy', 'spx', 'aapl', 'fb', 'twtr', 'gme', 'amc', 'race']",False,5.0,0.0,0.0,"$NFLX","['feds,', 'central', 'banker', 'literally', 'hooked', 'stimulus', 'crack', ""can't"", 'stop', '$vix', '$uvxy', '$rut', '$nflx', '$amzn', '$ndx', '$qqq', '$spy', '$spx', '$aapl', '$fb', '$twtr', '$gme', '$amc', '$race', '@ericbalchunas', '@carterbworth', '@cnbcfastmoney', '@markets', '@bloombergtv', 'https://t.co/hchugfjnn3']",negative
706,744,1.39e+18,2021-05-10,",,starting with $9k in webull,, &amp; close to breaking at $52k. lot of thanks to this chat-room:..,  https://t.co/jhfxcey3hn  $fcx $srne $ocgn $wkhs $hofv $idex $sos $nflx $baba  https://t.co/nxembgp2rr",en,[],"['fcx', 'srne', 'ocgn', 'wkhs', 'hofv', 'idex', 'sos', 'nflx', 'baba']",False,0.0,0.0,0.0,"$NFLX","[',,starting', '$9k', 'webull,,', '&amp;', 'close', 'breaking', '$52k.', 'lot', 'thanks', 'chat-room:..,', 'https://t.co/jhfxcey3hn', '$fcx', '$srne', '$ocgn', '$wkhs', '$hofv', '$idex', '$sos', '$nflx', '$baba', 'https://t.co/nxembgp2rr']",negative
708,746,1.39e+18,2021-05-10,"$fcx $srne  $ocgn $wkhs $hofv  $idex $sos $nflx $baba  ,,starting with $9k in webull,, &amp; close to breaking at $52k. a big thanks to this chat-room:..,  https://t.co/6oqam8l7m9  https://t.co/8vkay7dcyt",en,[],"['fcx', 'srne', 'ocgn', 'wkhs', 'hofv', 'idex', 'sos', 'nflx', 'baba']",False,1.0,0.0,1.0,"$NFLX","['$fcx', '$srne', '$ocgn', '$wkhs', '$hofv', '$idex', '$sos', '$nflx', '$baba', ',,starting', '$9k', 'webull,,', '&amp;', 'close', 'breaking', '$52k.', 'big', 'thanks', 'chat-room:..,', 'https://t.co/6oqam8l7m9', 'https://t.co/8vkay7dcyt']",negative
712,750,1.39e+18,2021-05-10,if there was money in soccer companies would have already done it. we need a market correction in streaming names. overvalued $nflx $fubo,en,[],"['nflx', 'fubo']",False,0.0,0.0,0.0,"$NFLX","['money', 'soccer', 'company', 'would', 'already', 'done', 'it.', 'need', 'market', 'correction', 'streaming', 'names.', 'overvalued', '$nflx', '$fubo']",negative
723,761,1.39e+18,2021-05-10,$nflx  may 07    stock market forecast    ◆ suitable investment position    =&gt; neutral position    ◆ rss feed. stock forecast for the next 10 days     https://t.co/kbhhfhbsfc    ◆ prediction of upper~lower p...  https://t.co/ko1zdhcskl  https://t.co/hvpwe5bc34,en,[],['nflx'],False,0.0,0.0,0.0,"$NFLX","['$nflx', 'may', '07', 'stock', 'market', 'forecast', '◆', 'suitable', 'investment', 'position', '=&gt;', 'neutral', 'position', '◆', 'r', 'feed.', 'stock', 'forecast', 'next', '10', 'day', 'https://t.co/kbhhfhbsfc', '◆', 'prediction', 'upper~lower', 'p...', 'https://t.co/ko1zdhcskl', 'https://t.co/hvpwe5bc34']",uncertainty
724,762,1.39e+18,2021-05-10,‘epicenter’ stocks could be the market’s next stars $fb $amzn $nflx $bac $gntx  https://t.co/xeqeggunu6,en,[],"['fb', 'amzn', 'nflx', 'bac', 'gntx']",False,1.0,0.0,0.0,"$NFLX","['‘epicenter’', 'stock', 'could', 'market’s', 'next', 'star', '$fb', '$amzn', '$nflx', '$bac', '$gntx', 'https://t.co/xeqeggunu6']",uncertainty
726,764,1.39e+18,2021-05-10,#epic whining to make profit w/ excuse for consumers.  bs just like $fb #facebook objection to tracking app option by $aapl #apple.all abt consumers? stop lying.i m consumers i knw! #bitcoin #litecoin #bitcoincash $fb $amd $aapl $amzn $msft $nflx $nvda $googl $tsla $gme $amc $nok,en,"['epic', 'facebook', 'apple', 'bitcoin', 'litecoin', 'bitcoincash']","['fb', 'aapl', 'fb', 'amd', 'aapl', 'amzn', 'msft', 'nflx', 'nvda', 'googl', 'tsla', 'gme', 'amc', 'nok']",False,1.0,0.0,1.0,"$NFLX","['#epic', 'whining', 'make', 'profit', 'w/', 'excuse', 'consumers.', 'b', 'like', '$fb', '#facebook', 'objection', 'tracking', 'app', 'option', '$aapl', '#apple.all', 'abt', 'consumers?', 'stop', 'lying.i', 'consumer', 'knw!', '#bitcoin', '#litecoin', '#bitcoincash', '$fb', '$amd', '$aapl', '$amzn', '$msft', '$nflx', '$nvda', '$googl', '$tsla', '$gme', '$amc', '$nok']",negative
727,765,1.39e+18,2021-05-10,market rises on good news: normal  market drops on bad news: normal  market rises on bad news: very bullish  market drops on good news: very bearish  $spy $tsla $aapl $amzn $nflx  $cciv $sklz $lev $ipoe $arvl $doge $nio $bfly $ipof $xl $rmo $sos $ebon $mara,en,[],"['spy', 'tsla', 'aapl', 'amzn', 'nflx', 'cciv', 'sklz', 'lev', 'ipoe', 'arvl', 'doge', 'nio', 'bfly', 'ipof', 'xl', 'rmo', 'sos', 'ebon', 'mara']",False,7.0,1.0,2.0,"$NFLX","['market', 'rise', 'good', 'news:', 'normal', 'market', 'drop', 'bad', 'news:', 'normal', 'market', 'rise', 'bad', 'news:', 'bullish', 'market', 'drop', 'good', 'news:', 'bearish', '$spy', '$tsla', '$aapl', '$amzn', '$nflx', '$cciv', '$sklz', '$lev', '$ipoe', '$arvl', '$doge', '$nio', '$bfly', '$ipof', '$xl', '$rmo', '$sos', '$ebon', '$mara']",positive
729,767,1.39e+18,2021-05-10,option trades for this week: will likely place some small bets against $fubo $jmia and maybe $pltr going into earnings. planning to add $u after earnings. bear positions on $sq $tsla and $expe. credit put spreads on $etsy $roku $apd $nflx for this week and this week only!!,en,[],"['fubo', 'jmia', 'pltr', 'u', 'sq', 'tsla', 'expe', 'etsy', 'roku', 'apd', 'nflx']",False,2.0,3.0,3.0,"$NFLX","['option', 'trade', 'week:', 'likely', 'place', 'small', 'bet', '$fubo', '$jmia', 'maybe', '$pltr', 'going', 'earnings.', 'planning', 'add', '$u', 'earnings.', 'bear', 'position', '$sq', '$tsla', '$expe.', 'credit', 'put', 'spread', '$etsy', '$roku', '$apd', '$nflx', 'week', 'week', 'only!!']",positive
749,789,1.39e+18,2021-05-10,$googl one of the better looking charts in tech. over 2385 can see a push back to aths at 2430.82. if it drops under 2300 then its possible to see it continue to dip to 2274  $spy $amzn $aapl $ba $nflx $tsla $amd $roku $nvda $fb $sq $msft $zm  @trendspider  https://t.co/gbsd8hvqwi,en,[],"['googl', 'spy', 'amzn', 'aapl', 'ba', 'nflx', 'tsla', 'amd', 'roku', 'nvda', 'fb', 'sq', 'msft', 'zm']",False,19.0,1.0,6.0,"$NFLX","['$googl', 'one', 'better', 'looking', 'chart', 'tech.', '2385', 'see', 'push', 'back', 'aths', '2430.82.', 'drop', '2300', 'possible', 'see', 'continue', 'dip', '2274', '$spy', '$amzn', '$aapl', '$ba', '$nflx', '$tsla', '$amd', '$roku', '$nvda', '$fb', '$sq', '$msft', '$zm', '@trendspider', 'https://t.co/gbsd8hvqwi']",positive
753,793,1.39e+18,2021-05-09,see you all in 15 minutes  topics: 1 - risk management 101 2 - swing trades for next week 3 - futures live analysis 4 - $doge live analysis and opportunities   #es_f $spx $spy #nq_f $ndx $aapl $amzn $fb $snap $nflx $msft $twtr $qqq $tsla $ba  hope to see you there! ❤️,en,"['es_f', 'nq_f']","['doge', 'spx', 'spy', 'ndx', 'aapl', 'amzn', 'fb', 'snap', 'nflx', 'msft', 'twtr', 'qqq', 'tsla', 'ba']",False,9.0,0.0,0.0,"$NFLX","['see', '15', 'minute', 'topics:', '1', 'risk', 'management', '101', '2', 'swing', 'trade', 'next', 'week', '3', 'future', 'live', 'analysis', '4', '$doge', 'live', 'analysis', 'opportunity', '#es_f', '$spx', '$spy', '#nq_f', '$ndx', '$aapl', '$amzn', '$fb', '$snap', '$nflx', '$msft', '$twtr', '$qqq', '$tsla', '$ba', 'hope', 'see', 'there!', '❤️']",positive
755,795,1.39e+18,2021-05-09,"$qqq went down to that 325 area. held 26/27 fib, now need to get over 134/37 and overcome ath area 41/43. some work to be done here. $nq_f $ndx $amzn $googl $fb $nflx $aapl $tsla $msft  https://t.co/qjdd3kaldx",en,[],"['qqq', 'nq_f', 'ndx', 'amzn', 'googl', 'fb', 'nflx', 'aapl', 'tsla', 'msft']",False,6.0,2.0,0.0,"$NFLX","['$qqq', 'went', '325', 'area.', 'held', '26/27', 'fib,', 'need', 'get', '134/37', 'overcome', 'ath', 'area', '41/43.', 'work', 'done', 'here.', '$nq_f', '$ndx', '$amzn', '$googl', '$fb', '$nflx', '$aapl', '$tsla', '$msft', 'https://t.co/qjdd3kaldx']",positive
763,803,1.39e+18,2021-05-09,#omtrades closed last week.  🤞  3/3 winners   credit spreads:  $nflx: 29.00 % $adobe : 23.5 % (half closed) $lulu : 22.2 %  (half closed)  #nflx #adbe #lulu,en,"['omtrades', 'nflx', 'adbe', 'lulu']","['nflx', 'adobe', 'lulu']",False,0.0,0.0,0.0,"$NFLX","['#omtrades', 'closed', 'last', 'week.', '🤞', '3/3', 'winner', 'credit', 'spreads:', '$nflx:', '29.00', '$adobe', '23.5', '(half', 'closed)', '$lulu', '22.2', '(half', 'closed)', '#nflx', '#adbe', '#lulu']",positive
772,812,1.39e+18,2021-05-09,"this week i will be looking to start a position in $dis. even at 184 bucks i think it’s good to add, $nflx demise is disney’s gain. plus reopening of parks, and big expected earnings this week",en,[],"['dis', 'nflx']",False,0.0,2.0,1.0,"$NFLX","['week', 'looking', 'start', 'position', '$dis.', 'even', '184', 'buck', 'think', 'it’s', 'good', 'add,', '$nflx', 'demise', 'disney’s', 'gain.', 'plus', 'reopening', 'parks,', 'big', 'expected', 'earnings', 'week']",positive
773,813,1.39e+18,2021-05-09,"$ba - above 235 - trade idea 💡 -  may 14 240c - bid/ask: 1.85/1.94  closed at 235.47  strong day friday after defending the 227 level the past 4 days   above 235 can start to bounce towards 241, 249 next - $aapl $amd $amzn $tsla $fb $msft $nflx $nio $nvda $pltr $roku $snap $spy  https://t.co/zsdbwlzih9",en,[],"['ba', 'aapl', 'amd', 'amzn', 'tsla', 'fb', 'msft', 'nflx', 'nio', 'nvda', 'pltr', 'roku', 'snap', 'spy']",False,56.0,0.0,4.0,"$NFLX","['$ba', '235', 'trade', 'idea', '💡', 'may', '14', '240c', 'bid/ask:', '1.85/1.94', 'closed', '235.47', 'strong', 'day', 'friday', 'defending', '227', 'level', 'past', '4', 'day', '235', 'start', 'bounce', 'towards', '241,', '249', 'next', '$aapl', '$amd', '$amzn', '$tsla', '$fb', '$msft', '$nflx', '$nio', '$nvda', '$pltr', '$roku', '$snap', '$spy', 'https://t.co/zsdbwlzih9']",positive
774,814,1.39e+18,2021-05-09,$tsla - above 686 - trade idea 💡 -  may 14 710c $tsla - under 659 - trade idea 💡 -  may 14 630p  closed at 672.37  tsla needs back above 686 to test 700-714   tsla above 714 can bounce towards 744-752 - $aapl $amd $amzn $ba $fb $msft $nflx $nio $nvda $pltr $roku $spce $spx $spy  https://t.co/v3zqeg75wv,en,[],"['tsla', 'tsla', 'aapl', 'amd', 'amzn', 'ba', 'fb', 'msft', 'nflx', 'nio', 'nvda', 'pltr', 'roku', 'spce', 'spx', 'spy']",False,107.0,2.0,10.0,"$NFLX","['$tsla', '686', 'trade', 'idea', '💡', 'may', '14', '710c', '$tsla', '659', 'trade', 'idea', '💡', 'may', '14', '630p', 'closed', '672.37', 'tsla', 'need', 'back', '686', 'test', '700-714', 'tsla', '714', 'bounce', 'towards', '744-752', '$aapl', '$amd', '$amzn', '$ba', '$fb', '$msft', '$nflx', '$nio', '$nvda', '$pltr', '$roku', '$spce', '$spx', '$spy', 'https://t.co/v3zqeg75wv']",positive
775,815,1.39e+18,2021-05-09,"$nvda - above 600 - trade idea 💡 -  may 14 615c  closed at 592.49  if nvda can't get through 615 this week, it's possible to see nvda trade in a range from 574-600 for now  puts can work under 583  - $aapl $amd $amzn $ba $baba $fb $nflx $nio $pltr $roku $snap $spy $sq $tsla $zm  https://t.co/jauumglptj",en,[],"['nvda', 'aapl', 'amd', 'amzn', 'ba', 'baba', 'fb', 'nflx', 'nio', 'pltr', 'roku', 'snap', 'spy', 'sq', 'tsla', 'zm']",False,40.0,1.0,6.0,"$NFLX","['$nvda', '600', 'trade', 'idea', '💡', 'may', '14', '615c', 'closed', '592.49', 'nvda', ""can't"", 'get', '615', 'week,', 'possible', 'see', 'nvda', 'trade', 'range', '574-600', 'put', 'work', '583', '$aapl', '$amd', '$amzn', '$ba', '$baba', '$fb', '$nflx', '$nio', '$pltr', '$roku', '$snap', '$spy', '$sq', '$tsla', '$zm', 'https://t.co/jauumglptj']",positive
